item_code,item_type,sku,block_id,demand_qty,demand_uom
IL3,FINAL COMPOUND,1325215813079TUNE3,B01334,34.293,KG
B355,FINAL COMPOUND,1325215813079TUNE3,B01334,9.177,KG
ML405,MASTER COMPOUND,1325215813079TUNE3,B01334,34.01120100000001,KG
IL3FC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.2817989999999952,KG
XMB356,MASTER COMPOUND,1325215813079TUNE3,B01334,8.724267999999995,KG
B355FC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.4527319999999977,KG
1010002000,Natural rubber,1325215813079TUNE3,B01334,7.551643744402459,KG
1011925200,Synthetic rubber,1325215813079TUNE3,B01334,12.653321264263498,KG
1020N66000,Carbon black,1325215813079TUNE3,B01334,29.277288946152865,KG
ML405MC,SMALL CHEMICAL,1325215813079TUNE3,B01334,1.0846229181919869,KG
ML405AMC,SMALL CHEMICAL,1325215813079TUNE3,B01334,1.2022769296568814,KG
ML405BMC,SMALL CHEMICAL,1325215813079TUNE3,B01334,1.264780623247604,KG
MB357,MASTER COMPOUND,1325215813079TUNE3,B01334,8.724267999999995,KG
1060T30M00,Synthetic rubber,1325215813079TUNE3,B01334,6.573725129592164,KG
MB357MC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.25512589191583557,KG
HTPOLY350,CALANDARED ROLL,1325215813079TUNE3,B01334,25967.827338129497,MM
1034307600,Nylon fabric,1325215813079TUNE3,B01334,14.113254479999998,KG
B350,FINAL COMPOUND,1325215813079TUNE3,B01334,30.64489272,KG
XMB352,MASTER COMPOUND,1325215813079TUNE3,B01334,29.100968597257136,KG
B350FC,SMALL CHEMICAL,1325215813079TUNE3,B01334,1.5439186027428555,KG
MB352,MASTER COMPOUND,1325215813079TUNE3,B01334,29.100968597257136,KG
MB352MC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.7141921044795879,KG
JT466,FINAL COMPOUND,1325215813079TUNE3,B01334,64.469115,KG
R158,FINAL COMPOUND,1325215813079TUNE3,B01334,24.563655,KG
MT4705,MASTER COMPOUND,1325215813079TUNE3,B01334,63.305867924999994,KG
JT466FC,SMALL CHEMICAL,1325215813079TUNE3,B01334,1.1632470749999955,KG
MR157,MASTER COMPOUND,1325215813079TUNE3,B01334,23.784168348,KG
R158FC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.7794866519999931,KG
MT4705AMC,SMALL CHEMICAL,1325215813079TUNE3,B01334,2.9507568446764973,KG
MT4705BMC,SMALL CHEMICAL,1325215813079TUNE3,B01334,1.7690473097404977,KG
MR156,MASTER COMPOUND,1325215813079TUNE3,B01334,20.743758827514,KG
MR157MC,SMALL CHEMICAL,1325215813079TUNE3,B01334,1.0134698401620001,KG
MR156AMC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.35723377804232576,KG
MR156BMC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.954159897480804,KG
BW13002,Bead Bundle,1325215813079TUNE3,B01334,138.0,NOS
HS108,FINAL COMPOUND,1325215813079TUNE3,B01334,13.524000000000001,KG
1040S12400,Bead Wire,1325215813079TUNE3,B01334,17.526,KG
S53,FINAL COMPOUND,1325215813079TUNE3,B01334,3.3120000000000003,KG
XMS1107,MASTER COMPOUND,1325215813079TUNE3,B01334,12.501093818181817,KG
HS108FC,SMALL CHEMICAL,1325215813079TUNE3,B01334,1.0229061818181768,KG
MS1066,MASTER COMPOUND,1325215813079TUNE3,B01334,3.3002924651162755,KG
S53FC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.0117075348837174,KG
XMS1106,MASTER COMPOUND,1325215813079TUNE3,B01334,12.501093818181817,KG
MS66,MASTER COMPOUND,1325215813079TUNE3,B01334,3.254548905013392,KG
MS1066FC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.0457435889866008,KG
XMS106,MASTER COMPOUND,1325215813079TUNE3,B01334,12.501093818181817,KG
MS65,MASTER COMPOUND,1325215813079TUNE3,B01334,2.368797704861839,KG
MS66MC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.0775952968618392,KG
MS105,MASTER COMPOUND,1325215813079TUNE3,B01334,10.401457517516498,KG
XMS106MC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.4257175489519941,KG
MS65MC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.0083429685344778,KG
MS105AMC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.3761188599189186,KG
MS105BMC,SMALL CHEMICAL,1325215813079TUNE3,B01334,0.25524359103615807,KG
1325215813079TUNE3,UNKNOWN,1325215813079TUNE3,B01334,69.0,NOS
GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,B01335,69.0,NOS
CAP 66 - CAPSTRIP,Cap Strip,1325215813079TUNE3,B01335,1389453.0,MM
B1-PBLT001,Steel Belt,1325215813079TUNE3,B01335,69.0,NOS
B2-PBLT001,Steel Belt,1325215813079TUNE3,B01335,69.0,NOS
TRD 1503 NEO MSIL,Tread,1325215813079TUNE3,B01335,116955.0,MM
IL007,Inner Liner,1325215813079TUNE3,B01335,69000.0,MM
PBP143,Ply,1325215813079TUNE3,B01335,69.0,NOS
SWRS103,SideWall,1325215813079TUNE3,B01335,83835.00000000001,MM
BA13001,Bead Apex,1325215813079TUNE3,B01335,138.0,NOS
Cap 66 - MOTHER ROLL,Cap Strip,1325215813079TUNE3,B01335,6900.0,MM
1032281000,Nylon fabric,1325215813079TUNE3,B01335,1.5456,KG
B616M,FINAL COMPOUND,1325215813079TUNE3,B01335,8.066099999999993,KG
MB614,MASTER COMPOUND,1325215813079TUNE3,B01335,7.695809734883718,KG
B616MFC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.3702902651162757,KG
1010001000,Natural rubber,1325215813079TUNE3,B01335,25.206341778188186,KG
1011172300,Synthetic rubber,1325215813079TUNE3,B01335,11.97611392300847,KG
1011150200,Synthetic rubber,1325215813079TUNE3,B01335,0.8908631121051837,KG
1020N33000,Carbon black,1325215813079TUNE3,B01335,15.711990524001145,KG
MB614MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.3054360587058711,KG
CPJ120,CALANDARED ROLL,1325215813079TUNE3,B01335,27030.141176470584,MM
EGSL01,Steel Belt Edge Strip,1325215813079TUNE3,B01335,32765.142857142855,MM
1036S34500,Steel tyre cord,1325215813079TUNE3,B01335,27.184753583999992,KG
B460,FINAL COMPOUND,1325215813079TUNE3,B01335,34.32557628,KG
MB1232,MASTER COMPOUND,1325215813079TUNE3,B01335,31.760519579803628,KG
B460FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,2.5650567001963607,KG
MB231,MASTER COMPOUND,1325215813079TUNE3,B01335,31.434092002804167,KG
MB1232MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.3264275621958249,KG
MB230,MASTER COMPOUND,1325215813079TUNE3,B01335,22.40451896987065,KG
1020N32600,Carbon black,1325215813079TUNE3,B01335,14.414033476473167,KG
1053755A00,Process oil,1325215813079TUNE3,B01335,16.6316632143116,KG
MB231MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.4051955410827837,KG
1010RSS300,Natural rubber,1325215813079TUNE3,B01335,17.62019395028177,KG
MB230MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,1.2597740933718797,KG
T1333,FINAL COMPOUND,1325215813079TUNE3,B01335,99.429,KG
T15,FINAL COMPOUND,1325215813079TUNE3,B01335,23.184,KG
B815,FINAL COMPOUND,1325215813079TUNE3,B01335,10.419,KG
T435M,FINAL COMPOUND,1325215813079TUNE3,B01335,8.418,KG
XMT1315,MASTER COMPOUND,1325215813079TUNE3,B01335,97.467537,KG
T1333FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,1.961462999999993,KG
XMT507,MASTER COMPOUND,1325215813079TUNE3,B01335,22.322417860465116,KG
T15FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.8615821395348834,KG
XMB813,MASTER COMPOUND,1325215813079TUNE3,B01335,9.864425045454544,KG
B815FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.5545749545454489,KG
MT273M,MASTER COMPOUND,1325215813079TUNE3,B01335,8.260986,KG
T435MFC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.1570139999999997,KG
MT1300,MASTER COMPOUND,1325215813079TUNE3,B01335,97.467537,KG
MT507,MASTER COMPOUND,1325215813079TUNE3,B01335,22.322417860465116,KG
MB813,MASTER COMPOUND,1325215813079TUNE3,B01335,9.864425045454544,KG
1010020A00,Natural rubber,1325215813079TUNE3,B01335,22.290424275992034,KG
1011037600,Synthetic rubber,1325215813079TUNE3,B01335,12.732082937119602,KG
1020N55000,Carbon black,1325215813079TUNE3,B01335,8.675013850493377,KG
MT273MMC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.5921822606542098,KG
1011044B00,Synthetic rubber,1325215813079TUNE3,B01335,20.629482582634296,KG
1011137600,Synthetic rubber,1325215813079TUNE3,B01335,41.638723124794765,KG
1020N33900,Carbon black,1325215813079TUNE3,B01335,38.493950521580594,KG
MT1300MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,6.188844774790282,KG
1010003L00,Natural rubber,1325215813079TUNE3,B01335,11.551252833109173,KG
1053045500,Process oil,1325215813079TUNE3,B01335,0.9434581644805724,KG
MT507MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,1.2414434277369835,KG
MB802,MASTER COMPOUND,1325215813079TUNE3,B01335,8.698230806698666,KG
1010011A00,Natural rubber,1325215813079TUNE3,B01335,3.7893187025703,KG
1011122700,Synthetic rubber,1325215813079TUNE3,B01335,1.8754911038511655,KG
1060T50M00,Synthetic rubber,1325215813079TUNE3,B01335,0.8746068415776876,KG
MB802MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.5363611017410136,KG
IL3,FINAL COMPOUND,1325215813079TUNE3,B01335,34.293,KG
B355,FINAL COMPOUND,1325215813079TUNE3,B01335,9.177,KG
ML405,MASTER COMPOUND,1325215813079TUNE3,B01335,34.01120100000001,KG
IL3FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.2817989999999952,KG
XMB356,MASTER COMPOUND,1325215813079TUNE3,B01335,8.724267999999995,KG
B355FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.4527319999999977,KG
1010002000,Natural rubber,1325215813079TUNE3,B01335,7.551643744402459,KG
1011925200,Synthetic rubber,1325215813079TUNE3,B01335,12.653321264263498,KG
1020N66000,Carbon black,1325215813079TUNE3,B01335,29.277288946152865,KG
ML405MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,1.0846229181919869,KG
ML405AMC,SMALL CHEMICAL,1325215813079TUNE3,B01335,1.2022769296568814,KG
ML405BMC,SMALL CHEMICAL,1325215813079TUNE3,B01335,1.264780623247604,KG
MB357,MASTER COMPOUND,1325215813079TUNE3,B01335,8.724267999999995,KG
1060T30M00,Synthetic rubber,1325215813079TUNE3,B01335,6.573725129592164,KG
MB357MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.25512589191583557,KG
HTPOLY350,CALANDARED ROLL,1325215813079TUNE3,B01335,25967.827338129497,MM
1034307600,Nylon fabric,1325215813079TUNE3,B01335,14.113254479999998,KG
B350,FINAL COMPOUND,1325215813079TUNE3,B01335,30.64489272,KG
XMB352,MASTER COMPOUND,1325215813079TUNE3,B01335,29.100968597257136,KG
B350FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,1.5439186027428555,KG
MB352,MASTER COMPOUND,1325215813079TUNE3,B01335,29.100968597257136,KG
MB352MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.7141921044795879,KG
JT466,FINAL COMPOUND,1325215813079TUNE3,B01335,64.469115,KG
R158,FINAL COMPOUND,1325215813079TUNE3,B01335,24.563655,KG
MT4705,MASTER COMPOUND,1325215813079TUNE3,B01335,63.305867924999994,KG
JT466FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,1.1632470749999955,KG
MR157,MASTER COMPOUND,1325215813079TUNE3,B01335,23.784168348,KG
R158FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.7794866519999931,KG
MT4705AMC,SMALL CHEMICAL,1325215813079TUNE3,B01335,2.9507568446764973,KG
MT4705BMC,SMALL CHEMICAL,1325215813079TUNE3,B01335,1.7690473097404977,KG
MR156,MASTER COMPOUND,1325215813079TUNE3,B01335,20.743758827514,KG
MR157MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,1.0134698401620001,KG
MR156AMC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.35723377804232576,KG
MR156BMC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.954159897480804,KG
BW13002,Bead Bundle,1325215813079TUNE3,B01335,138.0,NOS
HS108,FINAL COMPOUND,1325215813079TUNE3,B01335,13.524000000000001,KG
1040S12400,Bead Wire,1325215813079TUNE3,B01335,17.526,KG
S53,FINAL COMPOUND,1325215813079TUNE3,B01335,3.3120000000000003,KG
XMS1107,MASTER COMPOUND,1325215813079TUNE3,B01335,12.501093818181817,KG
HS108FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,1.0229061818181768,KG
MS1066,MASTER COMPOUND,1325215813079TUNE3,B01335,3.3002924651162755,KG
S53FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.0117075348837174,KG
XMS1106,MASTER COMPOUND,1325215813079TUNE3,B01335,12.501093818181817,KG
MS66,MASTER COMPOUND,1325215813079TUNE3,B01335,3.254548905013392,KG
MS1066FC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.0457435889866008,KG
XMS106,MASTER COMPOUND,1325215813079TUNE3,B01335,12.501093818181817,KG
MS65,MASTER COMPOUND,1325215813079TUNE3,B01335,2.368797704861839,KG
MS66MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.0775952968618392,KG
MS105,MASTER COMPOUND,1325215813079TUNE3,B01335,10.401457517516498,KG
XMS106MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.4257175489519941,KG
MS65MC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.0083429685344778,KG
MS105AMC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.3761188599189186,KG
MS105BMC,SMALL CHEMICAL,1325215813079TUNE3,B01335,0.25524359103615807,KG
1325215813079TUNE3,UNKNOWN,1325215813079TUNE3,B01335,69.0,NOS
GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,B01336,69.0,NOS
CAP 66 - CAPSTRIP,Cap Strip,1325215813079TUNE3,B01336,1389453.0,MM
B1-PBLT001,Steel Belt,1325215813079TUNE3,B01336,69.0,NOS
B2-PBLT001,Steel Belt,1325215813079TUNE3,B01336,69.0,NOS
TRD 1503 NEO MSIL,Tread,1325215813079TUNE3,B01336,116955.0,MM
IL007,Inner Liner,1325215813079TUNE3,B01336,69000.0,MM
PBP143,Ply,1325215813079TUNE3,B01336,69.0,NOS
SWRS103,SideWall,1325215813079TUNE3,B01336,83835.00000000001,MM
BA13001,Bead Apex,1325215813079TUNE3,B01336,138.0,NOS
Cap 66 - MOTHER ROLL,Cap Strip,1325215813079TUNE3,B01336,6900.0,MM
1032281000,Nylon fabric,1325215813079TUNE3,B01336,1.5456,KG
B616M,FINAL COMPOUND,1325215813079TUNE3,B01336,8.066099999999993,KG
MB614,MASTER COMPOUND,1325215813079TUNE3,B01336,7.695809734883718,KG
B616MFC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.3702902651162757,KG
1010001000,Natural rubber,1325215813079TUNE3,B01336,25.206341778188186,KG
1011172300,Synthetic rubber,1325215813079TUNE3,B01336,11.97611392300847,KG
1011150200,Synthetic rubber,1325215813079TUNE3,B01336,0.8908631121051837,KG
1020N33000,Carbon black,1325215813079TUNE3,B01336,15.711990524001145,KG
MB614MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.3054360587058711,KG
CPJ120,CALANDARED ROLL,1325215813079TUNE3,B01336,27030.141176470584,MM
EGSL01,Steel Belt Edge Strip,1325215813079TUNE3,B01336,32765.142857142855,MM
1036S34500,Steel tyre cord,1325215813079TUNE3,B01336,27.184753583999992,KG
B460,FINAL COMPOUND,1325215813079TUNE3,B01336,34.32557628,KG
MB1232,MASTER COMPOUND,1325215813079TUNE3,B01336,31.760519579803628,KG
B460FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,2.5650567001963607,KG
MB231,MASTER COMPOUND,1325215813079TUNE3,B01336,31.434092002804167,KG
MB1232MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.3264275621958249,KG
MB230,MASTER COMPOUND,1325215813079TUNE3,B01336,22.40451896987065,KG
1020N32600,Carbon black,1325215813079TUNE3,B01336,14.414033476473167,KG
1053755A00,Process oil,1325215813079TUNE3,B01336,16.6316632143116,KG
MB231MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.4051955410827837,KG
1010RSS300,Natural rubber,1325215813079TUNE3,B01336,17.62019395028177,KG
MB230MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,1.2597740933718797,KG
T1333,FINAL COMPOUND,1325215813079TUNE3,B01336,99.429,KG
T15,FINAL COMPOUND,1325215813079TUNE3,B01336,23.184,KG
B815,FINAL COMPOUND,1325215813079TUNE3,B01336,10.419,KG
T435M,FINAL COMPOUND,1325215813079TUNE3,B01336,8.418,KG
XMT1315,MASTER COMPOUND,1325215813079TUNE3,B01336,97.467537,KG
T1333FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,1.961462999999993,KG
XMT507,MASTER COMPOUND,1325215813079TUNE3,B01336,22.322417860465116,KG
T15FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.8615821395348834,KG
XMB813,MASTER COMPOUND,1325215813079TUNE3,B01336,9.864425045454544,KG
B815FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.5545749545454489,KG
MT273M,MASTER COMPOUND,1325215813079TUNE3,B01336,8.260986,KG
T435MFC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.1570139999999997,KG
MT1300,MASTER COMPOUND,1325215813079TUNE3,B01336,97.467537,KG
MT507,MASTER COMPOUND,1325215813079TUNE3,B01336,22.322417860465116,KG
MB813,MASTER COMPOUND,1325215813079TUNE3,B01336,9.864425045454544,KG
1010020A00,Natural rubber,1325215813079TUNE3,B01336,22.290424275992034,KG
1011037600,Synthetic rubber,1325215813079TUNE3,B01336,12.732082937119602,KG
1020N55000,Carbon black,1325215813079TUNE3,B01336,8.675013850493377,KG
MT273MMC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.5921822606542098,KG
1011044B00,Synthetic rubber,1325215813079TUNE3,B01336,20.629482582634296,KG
1011137600,Synthetic rubber,1325215813079TUNE3,B01336,41.638723124794765,KG
1020N33900,Carbon black,1325215813079TUNE3,B01336,38.493950521580594,KG
MT1300MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,6.188844774790282,KG
1010003L00,Natural rubber,1325215813079TUNE3,B01336,11.551252833109173,KG
1053045500,Process oil,1325215813079TUNE3,B01336,0.9434581644805724,KG
MT507MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,1.2414434277369835,KG
MB802,MASTER COMPOUND,1325215813079TUNE3,B01336,8.698230806698666,KG
1010011A00,Natural rubber,1325215813079TUNE3,B01336,3.7893187025703,KG
1011122700,Synthetic rubber,1325215813079TUNE3,B01336,1.8754911038511655,KG
1060T50M00,Synthetic rubber,1325215813079TUNE3,B01336,0.8746068415776876,KG
MB802MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.5363611017410136,KG
IL3,FINAL COMPOUND,1325215813079TUNE3,B01336,34.293,KG
B355,FINAL COMPOUND,1325215813079TUNE3,B01336,9.177,KG
ML405,MASTER COMPOUND,1325215813079TUNE3,B01336,34.01120100000001,KG
IL3FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.2817989999999952,KG
XMB356,MASTER COMPOUND,1325215813079TUNE3,B01336,8.724267999999995,KG
B355FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.4527319999999977,KG
1010002000,Natural rubber,1325215813079TUNE3,B01336,7.551643744402459,KG
1011925200,Synthetic rubber,1325215813079TUNE3,B01336,12.653321264263498,KG
1020N66000,Carbon black,1325215813079TUNE3,B01336,29.277288946152865,KG
ML405MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,1.0846229181919869,KG
ML405AMC,SMALL CHEMICAL,1325215813079TUNE3,B01336,1.2022769296568814,KG
ML405BMC,SMALL CHEMICAL,1325215813079TUNE3,B01336,1.264780623247604,KG
MB357,MASTER COMPOUND,1325215813079TUNE3,B01336,8.724267999999995,KG
1060T30M00,Synthetic rubber,1325215813079TUNE3,B01336,6.573725129592164,KG
MB357MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.25512589191583557,KG
HTPOLY350,CALANDARED ROLL,1325215813079TUNE3,B01336,25967.827338129497,MM
1034307600,Nylon fabric,1325215813079TUNE3,B01336,14.113254479999998,KG
B350,FINAL COMPOUND,1325215813079TUNE3,B01336,30.64489272,KG
XMB352,MASTER COMPOUND,1325215813079TUNE3,B01336,29.100968597257136,KG
B350FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,1.5439186027428555,KG
MB352,MASTER COMPOUND,1325215813079TUNE3,B01336,29.100968597257136,KG
MB352MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.7141921044795879,KG
JT466,FINAL COMPOUND,1325215813079TUNE3,B01336,64.469115,KG
R158,FINAL COMPOUND,1325215813079TUNE3,B01336,24.563655,KG
MT4705,MASTER COMPOUND,1325215813079TUNE3,B01336,63.305867924999994,KG
JT466FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,1.1632470749999955,KG
MR157,MASTER COMPOUND,1325215813079TUNE3,B01336,23.784168348,KG
R158FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.7794866519999931,KG
MT4705AMC,SMALL CHEMICAL,1325215813079TUNE3,B01336,2.9507568446764973,KG
MT4705BMC,SMALL CHEMICAL,1325215813079TUNE3,B01336,1.7690473097404977,KG
MR156,MASTER COMPOUND,1325215813079TUNE3,B01336,20.743758827514,KG
MR157MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,1.0134698401620001,KG
MR156AMC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.35723377804232576,KG
MR156BMC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.954159897480804,KG
BW13002,Bead Bundle,1325215813079TUNE3,B01336,138.0,NOS
HS108,FINAL COMPOUND,1325215813079TUNE3,B01336,13.524000000000001,KG
1040S12400,Bead Wire,1325215813079TUNE3,B01336,17.526,KG
S53,FINAL COMPOUND,1325215813079TUNE3,B01336,3.3120000000000003,KG
XMS1107,MASTER COMPOUND,1325215813079TUNE3,B01336,12.501093818181817,KG
HS108FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,1.0229061818181768,KG
MS1066,MASTER COMPOUND,1325215813079TUNE3,B01336,3.3002924651162755,KG
S53FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.0117075348837174,KG
XMS1106,MASTER COMPOUND,1325215813079TUNE3,B01336,12.501093818181817,KG
MS66,MASTER COMPOUND,1325215813079TUNE3,B01336,3.254548905013392,KG
MS1066FC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.0457435889866008,KG
XMS106,MASTER COMPOUND,1325215813079TUNE3,B01336,12.501093818181817,KG
MS65,MASTER COMPOUND,1325215813079TUNE3,B01336,2.368797704861839,KG
MS66MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.0775952968618392,KG
MS105,MASTER COMPOUND,1325215813079TUNE3,B01336,10.401457517516498,KG
XMS106MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.4257175489519941,KG
MS65MC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.0083429685344778,KG
MS105AMC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.3761188599189186,KG
MS105BMC,SMALL CHEMICAL,1325215813079TUNE3,B01336,0.25524359103615807,KG
1325215813079TUNE3,UNKNOWN,1325215813079TUNE3,B01336,69.0,NOS
GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,B01337,69.0,NOS
CAP 66 - CAPSTRIP,Cap Strip,1325215813079TUNE3,B01337,1389453.0,MM
B1-PBLT001,Steel Belt,1325215813079TUNE3,B01337,69.0,NOS
B2-PBLT001,Steel Belt,1325215813079TUNE3,B01337,69.0,NOS
TRD 1503 NEO MSIL,Tread,1325215813079TUNE3,B01337,116955.0,MM
IL007,Inner Liner,1325215813079TUNE3,B01337,69000.0,MM
PBP143,Ply,1325215813079TUNE3,B01337,69.0,NOS
SWRS103,SideWall,1325215813079TUNE3,B01337,83835.00000000001,MM
BA13001,Bead Apex,1325215813079TUNE3,B01337,138.0,NOS
Cap 66 - MOTHER ROLL,Cap Strip,1325215813079TUNE3,B01337,6900.0,MM
1032281000,Nylon fabric,1325215813079TUNE3,B01337,1.5456,KG
B616M,FINAL COMPOUND,1325215813079TUNE3,B01337,8.066099999999993,KG
MB614,MASTER COMPOUND,1325215813079TUNE3,B01337,7.695809734883718,KG
B616MFC,SMALL CHEMICAL,1325215813079TUNE3,B01337,0.3702902651162757,KG
1010001000,Natural rubber,1325215813079TUNE3,B01337,25.206341778188186,KG
1011172300,Synthetic rubber,1325215813079TUNE3,B01337,11.97611392300847,KG
1011150200,Synthetic rubber,1325215813079TUNE3,B01337,0.8908631121051837,KG
1020N33000,Carbon black,1325215813079TUNE3,B01337,15.711990524001145,KG
MB614MC,SMALL CHEMICAL,1325215813079TUNE3,B01337,0.3054360587058711,KG
CPJ120,CALANDARED ROLL,1325215813079TUNE3,B01337,27030.141176470584,MM
EGSL01,Steel Belt Edge Strip,1325215813079TUNE3,B01337,32765.142857142855,MM
1036S34500,Steel tyre cord,1325215813079TUNE3,B01337,27.184753583999992,KG
B460,FINAL COMPOUND,1325215813079TUNE3,B01337,34.32557628,KG
MB1232,MASTER COMPOUND,1325215813079TUNE3,B01337,31.760519579803628,KG
B460FC,SMALL CHEMICAL,1325215813079TUNE3,B01337,2.5650567001963607,KG
MB231,MASTER COMPOUND,1325215813079TUNE3,B01337,31.434092002804167,KG
MB1232MC,SMALL CHEMICAL,1325215813079TUNE3,B01337,0.3264275621958249,KG
MB230,MASTER COMPOUND,1325215813079TUNE3,B01337,22.40451896987065,KG
1020N32600,Carbon black,1325215813079TUNE3,B01337,14.414033476473167,KG
1053755A00,Process oil,1325215813079TUNE3,B01337,16.6316632143116,KG
MB231MC,SMALL CHEMICAL,1325215813079TUNE3,B01337,0.4051955410827837,KG
1010RSS300,Natural rubber,1325215813079TUNE3,B01337,17.62019395028177,KG
MB230MC,SMALL CHEMICAL,1325215813079TUNE3,B01337,1.2597740933718797,KG
T1333,FINAL COMPOUND,1325215813079TUNE3,B01337,99.429,KG
T15,FINAL COMPOUND,1325215813079TUNE3,B01337,23.184,KG
B815,FINAL COMPOUND,1325215813079TUNE3,B01337,10.419,KG
T435M,FINAL COMPOUND,1325215813079TUNE3,B01337,8.418,KG
XMT1315,MASTER COMPOUND,1325215813079TUNE3,B01337,97.467537,KG
T1333FC,SMALL CHEMICAL,1325215813079TUNE3,B01337,1.961462999999993,KG
XMT507,MASTER COMPOUND,1325215813079TUNE3,B01337,22.322417860465116,KG
T15FC,SMALL CHEMICAL,1325215813079TUNE3,B01337,0.8615821395348834,KG
XMB813,MASTER COMPOUND,1325215813079TUNE3,B01337,9.864425045454544,KG
B815FC,SMALL CHEMICAL,1325215813079TUNE3,B01337,0.5545749545454489,KG
MT273M,MASTER COMPOUND,1325215813079TUNE3,B01337,8.260986,KG
T435MFC,SMALL CHEMICAL,1325215813079TUNE3,B01337,0.1570139999999997,KG
MT1300,MASTER COMPOUND,1325215813079TUNE3,B01337,97.467537,KG
